;feature_name;feature_importance_value
21;tender_amount;80.82683089162002
82;duration_partial_dd;79.46119519780903
27;region_centrale;6.192538121636951
13;event_2_contract_start;4.782298018666121
37;region_provincia_autonoma_di_bolzano;4.514798196556429
5;event_1_publication_it;4.450418610437001
11;event_2_award;3.7579397400049257
45;region_veneto;3.6497884377782883
28;region_emilia_romagna;2.869208126386786
18;event_2_subcontract;2.656929901708685
32;region_lombardia;2.566917620604705
20;event_2_variant;2.3149074431292673
1;event_1_award;1.9894558581953592
22;framework;1.9839331650088476
33;region_marche;1.9503300113363295
38;region_provincia_autonoma_di_trento;1.2216261982773047
42;region_toscana;1.221093664948416
41;region_sicilia;1.2177341121315497
39;region_puglia;1.1505997203888627
29;region_friuli_venezia_giulia;1.0562821813101853
36;region_piemonte;0.8060963509290188
30;region_lazio;0.7794972154406075
63;cpv_45;0.7470322630841372
47;sector_speciali;0.614726619995022
19;event_2_suspension;0.6013983002367768
46;sector_ordinari;0.5879183030388793
65;cpv_50;0.5219766548927535
26;region_campania;0.4945377796651626
44;region_valle_daosta;0.45450706275425423
34;region_molise;0.36266729066807063
24;region_basilicata;0.36021503925493636
4;event_1_publication_eu;0.3255334361748469
25;region_calabria;0.32455014264892174
40;region_sardegna;0.3233633425437423
43;region_umbria;0.2593227697363236
23;region_abruzzo;0.25865025331917824
12;event_2_contract_end;0.25758182507262317
3;event_1_contract_start;0.24316793177841745
17;event_2_status;0.1987674736811815
35;region_non_classificato;0.1983671076331135
9;event_1_suspension;0.1689325644060297
54;cpv_34;0.16619337554058042
8;event_1_subcontract;0.13466854393405844
62;cpv_44;0.13298703109961785
52;cpv_32;0.11565971047784165
79;cpv_90;0.10052366841612495
15;event_2_publication_it;0.09105108823066216
81;cpv_98;0.08391918197352223
31;region_liguria;0.08176090826191948
10;event_1_variant;0.07094346463705704
60;cpv_42;0.06901854400621084
75;cpv_77;0.04704875602320774
51;cpv_31;0.04218953686270672
59;cpv_41;0.037715949428196394
16;event_2_reprise;0.03642461316920513
58;cpv_39;0.032438254736433046
71;cpv_71;0.03071912118759055
78;cpv_9;0.028747795854849465
76;cpv_79;0.02616034037403016
55;cpv_35;0.025646241223293727
69;cpv_65;0.022876374684587402
80;cpv_92;0.02178187785288384
7;event_1_status;0.016295058154535066
56;cpv_37;0.01271058064808698
73;cpv_75;0.011144709612646101
77;cpv_85;0.011093078307473534
70;cpv_70;0.01098544681549958
66;cpv_51;0.008778869922906048
61;cpv_43;0.008381691643335146
53;cpv_33;0.0077000869948653326
14;event_2_publication_eu;0.007617033812393377
68;cpv_63;0.007491407177850567
2;event_1_contract_end;0.007059252041908794
57;cpv_38;0.004595991201506195
72;cpv_72;0.004285666541756531
74;cpv_76;0.0028850216582425774
67;cpv_60;0.0027478260988563295
6;event_1_reprise;0.0017524669013511537
49;cpv_24;0.0015074746122435336
50;cpv_3;0.0009143869191196083
48;cpv_14;0.0009022947780655071
64;cpv_48;0.0006922265417939684
0;event_0_creation;0.0
