;feature_name;feature_importance_value
99;duration_partial_dd;118.47875527562104
38;tender_amount;59.91484590637113
30;event_4_contract_end;25.75534298223048
28;event_3_variant;18.40261001686786
37;event_4_variant;17.0304817192941
27;event_3_suspension;9.250130488678451
33;event_4_status;8.247636279089194
35;event_4_suspension;8.177647325885442
22;event_3_contract_end;5.849779101567333
25;event_3_status;5.501700270646007
32;event_4_reprise;4.451499873237667
34;event_4_subcontract;4.029540047282278
44;region_centrale;3.7411934807827567
62;region_veneto;3.3215440498696878
5;event_1_publication_it;2.975132893146802
26;event_3_subcontract;2.9184244428953656
11;event_2_award;2.617225931228583
54;region_provincia_autonoma_di_bolzano;2.5843439650779354
49;region_lombardia;2.5583693155805465
13;event_2_contract_start;2.282909855679408
39;framework;2.089900525915072
55;region_provincia_autonoma_di_trento;1.7681223309826215
1;event_1_award;1.5572747562236477
59;region_toscana;1.538829175104733
45;region_emilia_romagna;1.439290739303071
18;event_2_subcontract;1.419003847980997
20;event_2_variant;1.1595094264001709
50;region_marche;1.119058230321772
56;region_puglia;1.0393369893957594
47;region_lazio;1.0374776240684704
46;region_friuli_venezia_giulia;0.7960692044043234
19;event_2_suspension;0.7750281444118299
53;region_piemonte;0.7502258725102069
43;region_campania;0.7411445054463405
23;event_3_contract_start;0.6624784361912338
58;region_sicilia;0.6534997355864007
80;cpv_45;0.5759840418416966
57;region_sardegna;0.49656713869824826
63;sector_ordinari;0.4156537178483307
31;event_4_contract_start;0.38109314910067443
60;region_umbria;0.3762471837973113
40;region_abruzzo;0.3727447778515828
64;sector_speciali;0.3650068921768439
42;region_calabria;0.36252297385272647
61;region_valle_daosta;0.3556568944321064
21;event_3_award;0.35390765294255794
41;region_basilicata;0.3517975569139786
82;cpv_50;0.34834208320416515
4;event_1_publication_eu;0.30931861835628377
51;region_molise;0.23770037202828334
52;region_non_classificato;0.2266334344733999
12;event_2_contract_end;0.19486100141757
24;event_3_reprise;0.1833722301453259
29;event_4_award;0.18116885556952023
69;cpv_32;0.17396476133967848
71;cpv_34;0.15709624501960662
3;event_1_contract_start;0.11008078151953526
79;cpv_44;0.1005213674436987
8;event_1_subcontract;0.09350999366517805
17;event_2_status;0.07684012679540514
15;event_2_publication_it;0.07183741713765436
93;cpv_79;0.06466874691707646
48;region_liguria;0.06383424162637924
98;cpv_98;0.054684007192319285
9;event_1_suspension;0.05359824633341836
77;cpv_42;0.04881567598023345
96;cpv_90;0.047536251043470604
92;cpv_77;0.04187547304509951
88;cpv_71;0.04084110948808675
16;event_2_reprise;0.03859878317240807
76;cpv_41;0.030246534487773903
10;event_1_variant;0.02842277567385023
72;cpv_35;0.028262470558260245
68;cpv_31;0.02729273000400166
97;cpv_92;0.027086782440115774
95;cpv_9;0.026238474896586195
75;cpv_39;0.024273594040734165
36;event_4_testing;0.020690509315090196
2;event_1_contract_end;0.01536882215745756
86;cpv_65;0.013956296992858618
73;cpv_37;0.012207403625347894
14;event_2_publication_eu;0.011718741207862763
87;cpv_70;0.010269637027233986
7;event_1_status;0.010026438357723943
83;cpv_51;0.00973307038955093
94;cpv_85;0.007680784773176439
78;cpv_43;0.00657824816305906
85;cpv_63;0.006255998704988946
89;cpv_72;0.0057662721702636316
90;cpv_75;0.0035844924017028085
81;cpv_48;0.002728757883194755
74;cpv_38;0.002600603573623211
84;cpv_60;0.002456644837109749
70;cpv_33;0.0017860021615808688
67;cpv_3;0.0015515936905676363
66;cpv_24;0.0012535769717501285
6;event_1_reprise;0.0012037227906105726
65;cpv_14;0.0011150914338101208
91;cpv_76;0.0003384498776966353
0;event_0_creation;0.0
